Region,Resource,Zone,Cluster,AnnualSum
ERC_REST,ERC_REST_biomass_1,1,1,1.709558123671808e10
ERC_REST,ERC_REST_conventional_hydroelectric_1,1,1,-2.4228218092372413e-10
ERC_REST,NaturalGas_CCAvgCF_Moderate,1,1,0.0
ERC_REST,NaturalGas_CTAvgCF_Moderate,1,1,6.373966663147826e8
ERC_REST,NaturalGas_CCCCSAvgCF_Moderate,1,1,4.253531501993769e9
ERC_REST,NaturalGas_CCS100_Moderate,1,1,4.4674307946609125e9
ERC_REST,ERC_nuclear_1,1,1,0.0
ERC_REST,LandbasedWind_Class3_Moderate_130,1,1,1.9232956535693018e9
ERC_REST,UtilityPV_Class1_Moderate_100_0.2,1,1,6.061782358674949e9
ERC_REST,Liion_Moderate,1,1,3.620568646612924e9
ERC_REST,TEGS,1,1,5.7038411048158444e7
