Resource,Zone,AnnualSum,Capacity,CapacityFactor
ERC_REST_biomass_1,1,2.6332110849812496e8,31845.830783537804,0.9439065187463794
ERC_REST_conventional_hydroelectric_1,1,-1.4551915228366852e-11,0.0,0.0
NaturalGas_CCAvgCF_Moderate,1,0.0,0.0,0.0
NaturalGas_CTAvgCF_Moderate,1,1.0749096218318723e6,3728.6969051432675,0.03290870267986394
NaturalGas_CCCCSAvgCF_Moderate,1,2.6981065664553933e7,13970.578526490344,0.22046548188134565
NaturalGas_CCS100_Moderate,1,4.9417839843618326e7,9754.321933536541,0.5783391153849224
ERC_nuclear_1,1,0.0,0.0,0.0
LandbasedWind_Class3_Moderate_130,1,3.6778769553119704e7,15890.409002101082,0.26421533105022826
UtilityPV_Class1_Moderate_100_0.2,1,1.697429213758858e8,88963.31501768403,0.21780939497716897
Liion_Moderate,1,4.287533276596531e7,33926.87362437952,0.0
TEGS,1,983539.7245802392,43333.21655304653,0.0
