Time_Index,res_hydro_1,natural_gas_2,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,fixed_offshore_wind_2,float_offshore_wind_2,battery_2,ror_hydro_2,pumped_hydro_2,fusion_2
1,0.262,1,1,0.0,0.0,0.0,0.8466,0.9062,0.9062,1,0.552743642,1,1
2,0.262,1,1,0.0,0.0,0.0,0.8239,0.6439,0.6439,1,0.552743642,1,1
3,0.262,1,1,0.0,0.0,0.0,0.4762,0.7156,0.7156,1,0.552743642,1,1
4,0.262,1,1,0.0,0.0,0.0,0.7384,0.9057,0.9057,1,0.552743642,1,1
5,0.262,1,1,0.0,0.0,0.0,0.2353,0.2169,0.2169,1,0.552743642,1,1
6,0.262,1,1,0.0,0.0,0.0,0.7796,0.6889,0.6889,1,0.552743642,1,1
7,0.262,1,1,0.0,0.0,0.0,0.2704,0.6272,0.6272,1,0.552743642,1,1
8,0.262,1,1,0.002592,0.0014854153222080002,0.001365784677792,0.5094,0.8718,0.8718,1,0.552743642,1,1
9,0.262,1,1,0.030936,0.017728706947464003,0.016300893052536,0.7747,0.8925,0.8925,1,0.552743642,1,1
10,0.262,1,1,0.071278,0.040847775206921996,0.037558024793077995,0.7576,0.81,0.81,1,0.552743642,1,1
11,0.262,1,1,0.083083,0.047612947999617,0.043778352000383,0.211,0.7368,0.7368,1,0.552743642,1,1
12,0.262,1,1,0.104714,0.060009174401886,0.055176225598114,0.2689,0.3795,0.3795,1,0.552743642,1,1
13,0.262,1,1,0.109573,0.062793755054127,0.057736544945873,0.4815,0.0243,0.0243,1,0.552743642,1,1
14,0.262,1,1,0.065757,0.037683817647543,0.03464888235245699,0.6686,0.8451,0.8451,1,0.552743642,1,1
15,0.262,1,1,0.048902,0.028024606514898003,0.025767593485102,0.4502,0.1747,0.1747,1,0.552743642,1,1
16,0.262,1,1,0.018978,0.010875853389222,0.009999946610777998,0.4975,0.7334,0.7334,1,0.552743642,1,1
17,0.262,1,1,0.000399,0.000228657682701,0.00021024231729899998,0.4691,0.5674,0.5674,1,0.552743642,1,1
18,0.262,1,1,0.0,0.0,0.0,0.2306,0.2274,0.2274,1,0.552743642,1,1
19,0.262,1,1,0.0,0.0,0.0,0.1124,0.1786,0.1786,1,0.552743642,1,1
20,0.262,1,1,0.0,0.0,0.0,0.1465,0.1407,0.1407,1,0.552743642,1,1
21,0.262,1,1,0.0,0.0,0.0,0.3309,0.653,0.653,1,0.552743642,1,1
22,0.262,1,1,0.0,0.0,0.0,0.5128,0.7426,0.7426,1,0.552743642,1,1
23,0.262,1,1,0.0,0.0,0.0,0.6095,0.3129,0.3129,1,0.552743642,1,1
24,0.262,1,1,0.0,0.0,0.0,0.6007,0.9065,0.9065,1,0.552743642,1,1
25,0.262,1,1,0.0,0.0,0.0,0.7371,0.7721,0.7721,1,0.552743642,1,1
26,0.262,1,1,0.0,0.0,0.0,0.3574,0.4999,0.4999,1,0.552743642,1,1
27,0.262,1,1,0.0,0.0,0.0,0.5085,0.3313,0.3313,1,0.552743642,1,1
28,0.262,1,1,0.0,0.0,0.0,0.3726,0.1969,0.1969,1,0.552743642,1,1
29,0.262,1,1,0.0,0.0,0.0,0.7786,0.9061,0.9061,1,0.552743642,1,1
30,0.262,1,1,0.0,0.0,0.0,0.4505,0.2573,0.2573,1,0.552743642,1,1
31,0.262,1,1,0.0,0.0,0.0,0.3296,0.6081,0.6081,1,0.552743642,1,1
32,0.262,1,1,0.003398,0.001947315302802,0.0017904846971979998,0.587,0.8177,0.8177,1,0.552743642,1,1
33,0.262,1,1,0.046287,0.026526010424013,0.024389689575987,0.4106,0.3576,0.3576,1,0.552743642,1,1
34,0.262,1,1,0.104803,0.060060178245896996,0.05522312175410299,0.334,0.804,0.804,1,0.552743642,1,1
35,0.262,1,1,0.168474,0.09654855748212601,0.088772842517874,0.7797,0.7226,0.7226,1,0.552743642,1,1
36,0.262,1,1,0.327991,0.187964065179909,0.17282603482009098,0.4422,0.8202,0.8202,1,0.552743642,1,1
37,0.262,1,1,0.289503,0.16590748149119702,0.152545818508803,0.7536,0.6914,0.6914,1,0.552743642,1,1
38,0.262,1,1,0.243143,0.13933963645355701,0.128117663546443,0.4767,0.1435,0.1435,1,0.552743642,1,1
39,0.262,1,1,0.100929,0.05784007833917101,0.053181821660829,0.736,0.9033,0.9033,1,0.552743642,1,1
40,0.262,1,1,0.052378,0.030016621815822,0.027599178184177998,0.8364,0.8764,0.8764,1,0.552743642,1,1
41,0.262,1,1,0.004787,0.002743319115513,0.0025223808844869995,0.5566,0.1863,0.1863,1,0.552743642,1,1
42,0.262,1,1,0.0,0.0,0.0,0.3212,0.6461,0.6461,1,0.552743642,1,1
43,0.262,1,1,0.0,0.0,0.0,0.1211,0.751,0.751,1,0.552743642,1,1
44,0.262,1,1,0.0,0.0,0.0,0.8247,0.9159,0.9159,1,0.552743642,1,1
45,0.262,1,1,0.0,0.0,0.0,0.8036,0.8114,0.8114,1,0.552743642,1,1
46,0.262,1,1,0.0,0.0,0.0,0.808,0.7444,0.7444,1,0.552743642,1,1
47,0.262,1,1,0.0,0.0,0.0,0.2915,0.1823,0.1823,1,0.552743642,1,1
48,0.262,1,1,0.0,0.0,0.0,0.1991,0.465,0.465,1,0.552743642,1,1
49,0.262,1,1,0.0,0.0,0.0,0.0619,0.0289,0.0289,1,0.552743642,1,1
50,0.262,1,1,0.0,0.0,0.0,0.6292,0.7806,0.7806,1,0.552743642,1,1
51,0.262,1,1,0.0,0.0,0.0,0.4204,0.8374,0.8374,1,0.552743642,1,1
52,0.262,1,1,0.0,0.0,0.0,0.8085,0.8907,0.8907,1,0.552743642,1,1
53,0.262,1,1,0.0,0.0,0.0,0.2282,0.1739,0.1739,1,0.552743642,1,1
54,0.262,1,1,0.0,0.0,0.0,0.61,0.8967,0.8967,1,0.552743642,1,1
55,0.262,1,1,0.0,0.0,0.0,0.8308,0.8895,0.8895,1,0.552743642,1,1
56,0.262,1,1,0.002998,0.001718084543202,0.0015797154567979998,0.3927,0.2671,0.2671,1,0.552743642,1,1
57,0.262,1,1,0.020389,0.011684464893711001,0.010743435106289,0.6248,0.2543,0.2543,1,0.552743642,1,1
58,0.262,1,1,0.049803,0.028540948800897,0.026242351199103,0.4653,0.6687,0.6687,1,0.552743642,1,1
59,0.262,1,1,0.072535,0.041568132868965005,0.038220367131035,0.7547,0.8989,0.8989,1,0.552743642,1,1
60,0.262,1,1,0.064848,0.037162890746352005,0.034169909253648,0.1072,0.8007,0.8007,1,0.552743642,1,1
61,0.262,1,1,0.068736,0.039391013729664005,0.036218586270336,0.3356,0.8846,0.8846,1,0.552743642,1,1
62,0.262,1,1,0.066867,0.038319933005433,0.035233766994567,0.8301,0.7936,0.7936,1,0.552743642,1,1
63,0.262,1,1,0.04084,0.023404460555160003,0.02151953944484,0.6846,0.7705,0.7705,1,0.552743642,1,1
64,0.262,1,1,0.013419,0.007690118907681001,0.007070781092319,0.7848,0.6636,0.6636,1,0.552743642,1,1
65,0.262,1,1,0.000801,0.000459034596099,0.00042206540390099994,0.2941,0.461,0.461,1,0.552743642,1,1
66,0.262,1,1,0.0,0.0,0.0,0.781,0.9006,0.9006,1,0.552743642,1,1
67,0.262,1,1,0.0,0.0,0.0,0.1047,0.7213,0.7213,1,0.552743642,1,1
68,0.262,1,1,0.0,0.0,0.0,0.3667,0.4659,0.4659,1,0.552743642,1,1
69,0.262,1,1,0.0,0.0,0.0,0.0874,0.5457,0.5457,1,0.552743642,1,1
70,0.262,1,1,0.0,0.0,0.0,0.5912,0.3698,0.3698,1,0.552743642,1,1
71,0.262,1,1,0.0,0.0,0.0,0.8258,0.8962,0.8962,1,0.552743642,1,1
72,0.262,1,1,0.0,0.0,0.0,0.6165,0.5036,0.5036,1,0.552743642,1,1
73,0.262,1,1,0.0,0.0,0.0,0.5235,0.1288,0.1288,1,0.552743642,1,1
74,0.262,1,1,0.0,0.0,0.0,0.7339,0.1645,0.1645,1,0.552743642,1,1
75,0.262,1,1,0.0,0.0,0.0,0.4073,0.2575,0.2575,1,0.552743642,1,1
76,0.262,1,1,0.0,0.0,0.0,0.1867,0.2914,0.2914,1,0.552743642,1,1
77,0.262,1,1,0.0,0.0,0.0,0.5892,0.1875,0.1875,1,0.552743642,1,1
78,0.262,1,1,0.0,0.0,0.0,0.5212,0.8978,0.8978,1,0.552743642,1,1
79,0.262,1,1,0.0,0.0,0.0,0.5378,0.8576,0.8576,1,0.552743642,1,1
80,0.262,1,1,0.001599,0.000916349961501,0.0008425500384989998,0.5247,0.596,0.596,1,0.552743642,1,1
81,0.262,1,1,0.007984,0.004575445961616,0.004206954038384,0.3744,0.2148,0.2148,1,0.552743642,1,1
82,0.262,1,1,0.019351,0.011089611072549,0.010196488927451,0.7265,0.8191,0.8191,1,0.552743642,1,1
83,0.262,1,1,0.033269,0.019065695352831,0.017530204647169,0.773,0.8917,0.8917,1,0.552743642,1,1
84,0.262,1,1,0.071334,0.040879867513266,0.03758753248673399,0.3641,0.7623,0.7623,1,0.552743642,1,1
85,0.262,1,1,0.086617,0.049638201760683,0.045640498239317,0.1526,0.0698,0.0698,1,0.552743642,1,1
86,0.262,1,1,0.078054,0.044730944274546,0.041128455725454,0.2626,0.7057,0.7057,1,0.552743642,1,1
87,0.262,1,1,0.040159,0.023014195186941002,0.021160704813058998,0.4769,0.0549,0.0549,1,0.552743642,1,1
88,0.262,1,1,0.017988,0.010308507259212,0.009478292740788,0.1119,0.5226,0.5226,1,0.552743642,1,1
89,0.262,1,1,0.0014,0.0008023076586,0.0007376923413999999,0.6666,0.8057,0.8057,1,0.552743642,1,1
90,0.262,1,1,0.0,0.0,0.0,0.4396,0.8256,0.8256,1,0.552743642,1,1
91,0.262,1,1,0.0,0.0,0.0,0.1192,0.1179,0.1179,1,0.552743642,1,1
92,0.262,1,1,0.0,0.0,0.0,0.2908,0.5953,0.5953,1,0.552743642,1,1
93,0.262,1,1,0.0,0.0,0.0,0.216,0.3032,0.3032,1,0.552743642,1,1
94,0.262,1,1,0.0,0.0,0.0,0.6039,0.9025,0.9025,1,0.552743642,1,1
95,0.262,1,1,0.0,0.0,0.0,0.3525,0.8274,0.8274,1,0.552743642,1,1
96,0.262,1,1,0.0,0.0,0.0,0.2067,0.1844,0.1844,1,0.552743642,1,1
97,0.262,1,1,0.0,0.0,0.0,0.7912,0.8378,0.8378,1,0.552743642,1,1
98,0.262,1,1,0.0,0.0,0.0,0.3398,0.6099,0.6099,1,0.552743642,1,1
99,0.262,1,1,0.0,0.0,0.0,0.4043,0.438,0.438,1,0.552743642,1,1
100,0.262,1,1,0.0,0.0,0.0,0.4399,0.7185,0.7185,1,0.552743642,1,1
101,0.262,1,1,0.0,0.0,0.0,0.1593,0.6892,0.6892,1,0.552743642,1,1
102,0.262,1,1,0.0,0.0,0.0,0.5896,0.8804,0.8804,1,0.552743642,1,1
103,0.262,1,1,0.0,0.0,0.0,0.8354,0.8358,0.8358,1,0.552743642,1,1
104,0.262,1,1,0.009402,0.005388069004398001,0.0049541309956019994,0.6604,0.3471,0.3471,1,0.552743642,1,1
105,0.262,1,1,0.118862,0.068117066368938,0.06263113363106199,0.4063,0.6012,0.6012,1,0.552743642,1,1
106,0.262,1,1,0.28321,0.16230110856579003,0.14922989143421,0.4239,0.7639,0.7639,1,0.552743642,1,1
107,0.262,1,1,0.392927,0.22517738669337303,0.207042313306627,0.4928,0.1079,0.1079,1,0.552743642,1,1
108,0.262,1,1,0.391558,0.22439284441864202,0.206320955581358,0.3791,0.8247,0.8247,1,0.552743642,1,1
109,0.262,1,1,0.32498,0.18623853063702,0.17123946936297998,0.2438,0.1818,0.1818,1,0.552743642,1,1
110,0.262,1,1,0.285338,0.163520616206862,0.15035118379313797,0.2509,0.1337,0.1337,1,0.552743642,1,1
111,0.262,1,1,0.155016,0.088836088575384,0.08168151142461598,0.4833,0.8574,0.8574,1,0.552743642,1,1
112,0.262,1,1,0.066607,0.038170933011693005,0.03509676698830699,0.5101,0.905,0.905,1,0.552743642,1,1
113,0.262,1,1,0.007405,0.004243634437095,0.0039018655629049995,0.5857,0.8746,0.8746,1,0.552743642,1,1
114,0.262,1,1,0.0,0.0,0.0,0.8553,0.714,0.714,1,0.552743642,1,1
115,0.262,1,1,0.0,0.0,0.0,0.5811,0.8711,0.8711,1,0.552743642,1,1
